Consumidor;NBO 1;NBO 2;NBO 3;NBO 4;NBO 5;Score NBO 1;Score NBO 2;Score NBO 3;Score NBO 4;Score NBO 5
433;12;32;48;56;70;0,940;0,510;0,910;0,920;0,690
434;2;22;37;51;70;0,610;0,600;0,870;0,660;0,800
435;17;29;41;64;68;0,610;0,600;0,700;0,940;0,860
436;2;30;34;57;71;0,930;0,650;0,950;0,740;0,900
437;17;24;48;54;67;0,840;0,660;0,630;0,530;0,930
438;14;28;37;54;69;0,640;0,520;0,840;0,680;0,690
439;8;25;38;52;77;0,880;0,900;0,970;0,560;0,620
440;1;21;46;63;67;0,840;0,870;0,800;0,950;0,910
441;18;22;39;54;75;0,790;0,760;0,510;0,670;0,610
442;10;22;47;58;76;0,870;0,510;0,810;0,520;0,860
443;2;22;45;53;69;0,610;0,690;0,600;0,540;0,850
444;14;26;48;54;79;0,700;0,710;0,770;0,700;0,600
445;6;24;39;55;80;0,570;0,610;0,540;0,800;0,720
446;15;21;40;54;71;0,940;0,640;0,660;0,890;0,580
447;15;29;47;56;76;0,700;0,960;0,840;0,800;0,880
448;19;33;39;53;71;0,540;0,530;0,530;0,800;0,950
449;3;22;36;58;71;0,890;0,960;0,720;0,540;0,540
450;16;21;48;58;78;0,590;0,510;0,530;0,780;0,720
451;3;27;49;63;67;0,870;0,790;0,800;0,540;0,770
452;13;31;44;56;70;0,580;0,720;0,850;0,600;0,900
453;19;27;49;63;69;0,880;0,760;0,900;0,620;0,770
454;4;26;48;51;79;0,980;0,750;0,940;0,760;0,680
455;14;32;44;58;68;0,660;0,580;0,830;0,940;0,550
456;16;28;49;52;77;0,670;0,740;0,620;0,690;0,960
457;8;30;44;64;70;0,840;0,700;0,540;0,690;0,590
458;13;23;44;61;73;0,970;0,950;0,970;0,620;0,620
459;14;30;42;56;80;0,980;0,800;0,660;0,960;0,920
460;5;24;42;64;69;0,950;0,580;0,700;0,820;0,720
461;11;30;47;63;76;0,600;0,650;0,660;0,560;0,630
462;19;26;46;53;67;0,940;0,900;0,810;0,840;0,800
463;1;25;38;64;73;0,550;0,880;0,840;0,550;0,660
464;17;30;48;63;73;0,650;0,570;0,940;0,800;0,710
465;15;22;39;66;70;0,910;0,890;0,890;0,970;0,760
466;17;32;42;52;71;0,770;0,680;0,630;0,680;0,810
467;20;32;49;59;68;0,560;0,610;0,810;0,960;0,660
468;14;32;43;63;74;0,800;0,570;0,750;0,840;0,920
469;18;28;49;59;80;0,650;0,910;0,560;0,600;0,960
470;3;25;34;56;72;0,770;0,530;0,690;0,850;0,930
471;5;25;46;63;67;0,630;0,620;0,610;0,860;0,520
472;8;30;42;55;70;0,910;0,570;0,750;0,970;0,820
473;12;28;46;62;72;0,700;0,860;0,820;0,910;0,670
474;13;27;46;66;72;0,870;0,550;0,950;0,910;0,980
475;9;32;42;58;70;0,650;0,550;0,870;0,520;0,610
476;6;27;37;59;75;0,660;0,700;0,890;0,770;0,820
477;20;31;48;64;77;0,830;0,520;0,840;0,720;0,960
478;7;21;35;64;70;0,890;0,830;0,830;0,720;0,870
479;3;24;36;60;80;0,960;0,710;0,860;0,530;0,860
480;19;27;36;58;74;0,740;0,570;0,780;0,540;0,910
481;6;31;38;66;73;0,830;0,880;0,700;0,650;0,970
482;9;28;50;59;74;0,870;0,620;0,570;0,830;0,770
483;17;21;45;60;68;0,580;0,780;0,660;0,810;0,680
484;8;33;40;53;79;0,900;0,600;0,760;0,520;0,960
485;8;29;36;58;71;0,820;0,600;0,610;0,760;0,950
486;1;31;46;56;79;0,650;0,690;0,530;0,680;0,640
487;9;24;45;51;69;0,540;0,660;0,630;0,620;0,680
488;18;28;47;62;80;0,630;0,980;0,620;0,830;0,680
489;18;25;36;52;74;0,940;0,920;0,900;0,930;0,780
490;11;27;39;65;80;0,810;0,510;0,890;0,770;0,880
491;14;26;37;66;71;0,510;0,840;0,790;0,800;0,590
492;20;28;46;56;78;0,810;0,810;0,590;0,660;0,660
493;7;21;46;55;80;0,600;0,930;0,680;0,820;0,730
494;5;30;43;58;75;0,710;0,940;0,570;0,940;0,910
495;18;28;34;54;69;0,970;0,690;0,650;0,890;0,510
496;11;30;46;57;71;0,690;0,760;0,760;0,660;0,860
497;7;24;45;63;70;0,980;0,730;0,840;0,670;0,900
498;19;30;45;53;74;0,850;0,700;0,600;0,590;0,550
499;3;33;40;54;80;0,510;0,830;0,880;0,850;0,950
500;15;33;39;65;77;0,700;0,780;0,730;0,790;0,920
501;11;23;44;52;70;0,760;0,790;0,820;0,720;0,980
502;20;27;42;62;69;0,920;0,710;0,820;0,860;0,750
503;17;25;50;59;74;0,860;0,970;0,570;0,570;0,830
504;9;22;50;63;78;0,720;0,830;0,760;0,710;0,790
505;18;27;35;62;77;0,590;0,740;0,580;0,610;0,760
506;10;25;50;64;74;0,750;0,560;0,830;0,650;0,970
507;13;26;50;55;68;0,910;0,560;0,760;0,630;0,590
508;17;32;49;63;78;0,570;0,940;0,930;0,740;0,510
509;17;24;40;61;70;0,580;0,540;0,570;0,850;0,640
510;5;32;36;64;79;0,810;0,560;0,570;0,810;0,910
511;6;30;42;55;71;0,770;0,690;0,530;0,560;0,980
512;5;30;48;51;73;0,760;0,530;0,640;0,910;0,930
513;7;30;43;60;71;0,690;0,530;0,750;0,790;0,920
514;6;27;47;59;71;0,630;0,700;0,910;0,870;0,720
515;19;30;44;62;79;0,850;0,550;0,690;0,510;0,630
516;16;21;49;66;71;0,620;0,540;0,510;0,950;0,620
517;11;31;50;62;78;0,840;0,540;0,740;0,950;0,840
518;6;32;39;51;69;0,680;0,850;0,920;0,850;0,640
519;9;33;37;55;68;0,780;0,520;0,880;0,540;0,830
520;8;30;35;62;79;0,680;0,900;0,600;0,650;0,770
521;10;26;34;61;76;0,610;0,580;0,650;0,540;0,660
522;9;23;39;56;74;0,690;0,600;0,780;0,570;0,930
523;1;23;44;53;79;0,630;0,640;0,530;0,780;0,910
524;1;32;49;63;70;0,840;0,930;0,880;0,810;0,930
525;12;25;36;51;70;0,680;0,710;0,610;0,710;0,910
526;6;31;50;58;76;0,750;0,670;0,570;0,970;0,840
527;19;23;40;56;68;0,610;0,660;0,730;0,580;0,720
528;4;29;47;62;68;0,730;0,930;0,950;0,790;0,870
529;11;22;49;58;79;0,840;0,840;0,810;0,530;0,780
530;14;33;42;56;80;0,890;0,870;0,870;0,880;0,920
531;2;22;34;65;76;0,660;0,830;0,560;0,800;0,670
532;18;32;38;55;75;0,890;0,810;0,910;0,840;0,770
533;16;30;48;51;68;0,550;0,750;0,940;0,790;0,930
534;15;32;38;51;67;0,830;0,750;0,550;0,710;0,930
535;17;23;50;53;75;0,890;0,670;0,760;0,620;0,700
536;1;31;39;58;68;0,520;0,850;0,600;0,900;0,560
537;20;31;43;61;75;0,520;0,870;0,570;0,730;0,730
538;6;25;50;65;71;0,790;0,910;0,810;0,590;0,970
539;19;30;37;62;73;0,610;0,580;0,740;0,620;0,670
540;18;27;40;64;78;0,950;0,720;0,590;0,530;0,900
541;17;33;37;57;73;0,790;0,810;0,930;0,730;0,900
542;16;25;45;53;79;0,650;0,720;0,560;0,870;0,610
543;11;21;48;59;79;0,840;0,740;0,810;0,870;0,640
544;5;24;46;57;70;0,510;0,780;0,750;0,940;0,940
545;6;23;42;66;70;0,720;0,830;0,590;0,530;0,680
546;2;24;49;55;69;0,560;0,520;0,720;0,980;0,670
547;17;24;39;53;74;0,550;0,610;0,570;0,690;0,900
548;18;22;44;56;67;0,920;0,960;0,930;0,560;0,840
549;13;28;39;51;71;0,530;0,710;0,640;0,840;0,720
550;4;22;35;65;80;0,790;0,930;0,940;0,880;0,920
551;15;27;41;51;68;0,880;0,620;0,770;0,700;0,840
552;5;26;50;58;70;0,820;0,800;0,870;0,800;0,840
553;18;28;46;52;71;0,700;0,690;0,530;0,930;0,680
554;4;22;34;51;72;0,610;0,700;0,940;0,770;0,630
555;4;28;45;52;73;0,680;0,910;0,800;0,680;0,670
556;8;29;48;52;76;0,610;0,680;0,750;0,850;0,970
557;16;21;50;53;75;0,560;0,600;0,690;0,750;0,600
558;11;22;42;51;67;0,520;0,950;0,810;0,660;0,550
559;18;29;34;65;74;0,870;0,880;0,630;0,830;0,820
560;6;31;43;58;70;0,610;0,660;0,820;0,950;0,780
561;4;26;34;60;67;0,780;0,730;0,670;0,530;0,670
562;11;31;49;66;76;0,670;0,950;0,770;0,760;0,870
563;17;33;36;59;77;0,870;0,630;0,680;0,540;0,630
564;17;23;35;53;73;0,520;0,590;0,780;0,940;0,820
565;1;25;39;65;79;0,700;0,680;0,650;0,650;0,520
566;12;22;36;64;71;0,530;0,520;0,510;0,830;0,530
567;1;24;37;53;74;0,610;0,560;0,530;0,510;0,900
568;20;21;36;57;79;0,800;0,930;0,610;0,880;0,960
569;19;29;34;56;78;0,810;0,960;0,700;0,770;0,560
570;16;29;48;53;68;0,880;0,760;0,600;0,840;0,540
571;16;32;49;57;72;0,520;0,630;0,590;0,910;0,570
572;18;31;35;51;67;0,660;0,830;0,530;0,760;0,930
573;15;30;40;52;72;0,620;0,870;0,940;0,910;0,780
574;5;25;37;51;80;0,730;0,640;0,800;0,540;0,690
575;20;25;40;60;76;0,690;0,630;0,670;0,720;0,550
576;18;25;35;62;78;0,770;0,510;0,620;0,790;0,700
577;16;23;35;53;72;0,630;0,760;0,530;0,540;0,710
578;10;23;36;57;73;0,730;0,910;0,540;0,540;0,670
579;14;31;46;57;74;0,770;0,960;0,810;0,730;0,800
580;14;27;40;64;73;0,610;0,610;0,940;0,890;0,870
581;14;23;42;51;68;0,620;0,550;0,970;0,520;0,630
582;2;23;42;60;78;0,870;0,870;0,520;0,910;0,810
583;17;29;38;51;70;0,650;0,690;0,840;0,640;0,590
584;6;33;36;54;68;0,620;0,980;0,770;0,970;0,580
585;19;26;38;62;76;0,860;0,750;0,590;0,620;0,660
586;20;23;39;66;70;0,800;0,920;0,780;0,530;0,590
587;14;31;35;52;79;0,970;0,600;0,580;0,740;0,520
588;18;30;37;58;79;0,680;0,860;0,730;0,960;0,670
589;14;31;50;65;80;0,580;0,890;0,980;0,970;0,960
590;6;24;49;51;80;0,760;0,830;0,600;0,750;0,600
591;14;29;40;58;77;0,800;0,810;0,720;0,700;0,950
592;15;31;47;53;71;0,860;0,690;0,510;0,540;0,630
593;7;23;48;58;69;0,520;0,600;0,640;0,680;0,930
594;11;21;42;64;73;0,840;0,810;0,750;0,650;0,620
595;2;31;38;63;69;0,740;0,940;0,580;0,600;0,560
596;12;23;40;62;80;0,560;0,630;0,920;0,950;0,700
597;5;30;48;53;72;0,800;0,770;0,670;0,840;0,800
598;12;26;44;58;75;0,610;0,580;0,720;0,660;0,740
599;6;29;41;64;72;0,880;0,590;0,900;0,560;0,840
600;9;29;46;58;69;0,830;0,760;0,660;0,750;0,620
601;5;26;39;64;71;0,950;0,860;0,700;0,830;0,650
602;12;27;44;61;73;0,920;0,700;0,890;0,850;0,870
603;6;26;45;51;70;0,530;0,690;0,870;0,770;0,820
604;17;25;38;55;74;0,730;0,600;0,840;0,790;0,870
605;4;29;42;62;76;0,710;0,800;0,810;0,630;0,550
606;16;26;40;51;79;0,610;0,810;0,650;0,890;0,940
607;18;32;48;59;70;0,750;0,760;0,690;0,650;0,510
608;20;28;35;61;74;0,620;0,700;0,950;0,950;0,510
609;2;23;40;64;80;0,850;0,560;0,570;0,550;0,850
610;14;25;46;52;76;0,640;0,850;0,970;0,680;0,540
611;6;22;43;51;75;0,800;0,820;0,780;0,740;0,720
612;6;32;36;56;76;0,540;0,840;0,730;0,660;0,530
613;2;21;39;64;77;0,630;0,790;0,540;0,720;0,680
614;3;32;48;51;75;0,720;0,850;0,980;0,540;0,970
615;16;21;35;63;74;0,800;0,820;0,800;0,770;0,520
616;3;31;45;65;77;0,630;0,740;0,780;0,890;0,710
617;7;31;50;59;73;0,600;0,550;0,870;0,590;0,800
618;14;24;43;60;73;0,620;0,560;0,750;0,570;0,690
619;11;31;39;59;71;0,590;0,720;0,750;0,920;0,520
620;6;28;36;52;69;0,570;0,950;0,850;0,810;0,960
621;13;23;46;54;73;0,810;0,720;0,770;0,790;0,880
622;14;22;35;52;78;0,660;0,740;0,900;0,750;0,530
623;1;26;37;53;74;0,950;0,670;0,590;0,670;0,710
624;12;26;39;57;76;0,940;0,610;0,620;0,920;0,520
625;2;23;47;58;67;0,960;0,620;0,640;0,800;0,940
626;9;22;39;52;73;0,700;0,940;0,620;0,550;0,640
627;18;21;35;57;72;0,720;0,710;0,610;0,600;0,610
628;4;27;45;63;77;0,770;0,900;0,730;0,510;0,910
629;7;26;45;61;71;0,590;0,530;0,690;0,570;0,520
630;10;27;47;55;75;0,890;0,880;0,920;0,660;0,670
631;2;24;42;55;73;0,700;0,920;0,870;0,700;0,510
632;5;24;35;51;67;0,750;0,540;0,840;0,580;0,890
633;19;30;35;62;79;0,730;0,840;0,950;0,740;0,760
634;19;28;46;60;72;0,890;0,870;0,930;0,580;0,750
635;2;30;43;52;71;0,970;0,570;0,640;0,700;0,510
636;10;30;48;62;78;0,810;0,760;0,770;0,580;0,970
637;12;27;49;51;72;0,550;0,830;0,870;0,950;0,640
638;18;29;35;59;76;0,590;0,740;0,570;0,980;0,910
639;7;32;42;57;80;0,690;0,860;0,890;0,800;0,530
640;9;33;46;56;68;0,760;0,890;0,760;0,570;0,950
641;9;26;36;55;72;0,520;0,550;0,870;0,960;0,610
642;10;30;48;54;69;0,660;0,660;0,970;0,720;0,890
643;20;29;41;65;76;0,690;0,770;0,680;0,720;0,640
644;1;33;37;54;77;0,610;0,770;0,910;0,700;0,550
645;11;25;41;56;76;0,890;0,510;0,950;0,890;0,960
646;6;31;38;54;68;0,660;0,670;0,700;0,540;0,870
647;17;29;36;57;72;0,590;0,770;0,570;0,600;0,840
648;19;24;40;57;76;0,770;0,810;0,630;0,980;0,510
649;16;29;43;55;67;0,820;0,930;0,560;0,610;0,980
650;19;31;34;66;74;0,520;0,670;0,610;0,800;0,670
651;18;29;39;65;70;0,890;0,970;0,980;0,810;0,870
652;17;22;35;64;71;0,530;0,940;0,710;0,850;0,540
653;20;28;45;63;71;0,900;0,890;0,910;0,950;0,510
654;10;21;34;64;68;0,730;0,810;0,850;0,930;0,610
655;11;31;37;59;67;0,870;0,730;0,890;0,850;0,910
656;3;27;38;57;71;0,850;0,850;0,530;0,610;0,820
657;4;23;44;62;80;0,730;0,940;0,750;0,960;0,920
658;10;30;37;56;67;0,600;0,710;0,770;0,940;0,520
659;9;22;44;65;78;0,730;0,770;0,900;0,800;0,600
660;11;28;48;60;72;0,560;0,830;0,640;0,810;0,920
661;13;27;40;55;75;0,810;0,700;0,560;0,730;0,820
662;4;33;44;58;75;0,800;0,550;0,970;0,910;0,900
663;2;21;41;62;68;0,540;0,530;0,820;0,700;0,630
664;6;21;47;52;72;0,770;0,510;0,620;0,670;0,570
665;19;29;45;58;80;0,540;0,940;0,670;0,710;0,630
666;15;32;38;51;76;0,760;0,980;0,880;0,880;0,530
667;2;25;37;64;76;0,570;0,640;0,650;0,950;0,970
668;15;27;50;53;79;0,920;0,800;0,610;0,610;0,840
669;5;25;40;60;76;0,780;0,700;0,730;0,860;0,620
670;4;30;42;51;72;0,700;0,940;0,930;0,590;0,830
671;10;25;44;53;80;0,950;0,550;0,910;0,850;0,770
672;10;31;36;59;68;0,610;0,950;0,720;0,750;0,910
673;6;31;40;64;78;0,860;0,940;0,980;0,580;0,660
674;11;33;49;61;70;0,850;0,860;0,690;0,530;0,800
675;19;28;50;53;79;0,550;0,530;0,610;0,750;0,600
676;12;26;49;63;74;0,960;0,820;0,870;0,790;0,600
677;15;28;39;62;73;0,850;0,920;0,660;0,690;0,780
678;1;28;39;66;74;0,580;0,520;0,730;0,870;0,720
679;2;28;46;62;76;0,880;0,620;0,520;0,520;0,640
680;18;31;43;61;74;0,880;0,600;0,940;0,820;0,640
681;1;32;38;65;73;0,550;0,790;0,750;0,940;0,830
682;13;24;36;63;77;0,520;0,740;0,780;0,870;0,710
683;13;24;46;55;67;0,960;0,720;0,790;0,620;0,780
684;18;21;48;64;77;0,980;0,940;0,840;0,710;0,580
685;9;26;46;64;75;0,590;0,870;0,850;0,760;0,600
686;13;22;34;56;68;0,970;0,780;0,820;0,530;0,600
687;2;24;36;60;74;0,920;0,820;0,560;0,530;0,530
688;7;23;38;65;68;0,690;0,610;0,580;0,660;0,540
689;18;26;36;65;73;0,640;0,680;0,860;0,910;0,950
690;14;32;46;59;72;0,710;0,750;0,640;0,800;0,620
691;7;24;42;65;68;0,520;0,890;0,700;0,950;0,540
692;18;27;46;58;73;0,610;0,800;0,980;0,660;0,790
693;20;24;42;56;74;0,730;0,800;0,870;0,870;0,730
694;4;21;39;51;68;0,550;0,760;0,570;0,760;0,950
695;3;24;41;63;73;0,910;0,920;0,740;0,670;0,860
696;20;30;36;64;69;0,820;0,720;0,520;0,690;0,840
697;11;24;46;63;72;0,710;0,780;0,760;0,730;0,760
698;19;28;48;57;75;0,530;0,890;0,980;0,710;0,840
699;18;25;37;63;79;0,650;0,590;0,720;0,610;0,910
700;1;30;35;60;79;0,570;0,810;0,940;0,600;0,510
701;1;28;48;65;79;0,680;0,600;0,840;0,960;0,860
702;3;23;49;55;80;0,930;0,780;0,950;0,640;0,660
703;12;32;43;63;76;0,880;0,610;0,670;0,600;0,950
704;4;24;40;58;71;0,780;0,970;0,970;0,730;0,710
705;4;24;34;62;78;0,580;0,620;0,830;0,780;0,920
706;17;29;34;52;77;0,960;0,520;0,670;0,570;0,540
707;18;24;37;66;72;0,650;0,950;0,720;0,830;0,790
708;1;32;46;57;80;0,620;0,950;0,690;0,770;0,780
709;2;22;42;55;72;0,750;0,570;0,810;0,670;0,730
710;15;26;36;58;70;0,900;0,820;0,510;0,870;0,950
711;9;21;47;56;75;0,890;0,620;0,770;0,950;0,980
712;2;27;47;60;71;0,970;0,760;0,620;0,860;0,730
713;17;21;50;55;71;0,840;0,850;0,880;0,550;0,690
714;13;23;46;57;80;0,660;0,560;0,840;0,630;0,940
715;12;24;36;64;77;0,520;0,510;0,740;0,770;0,540
716;2;28;36;53;80;0,530;0,780;0,940;0,680;0,730
717;19;29;46;58;74;0,600;0,730;0,740;0,520;0,560
718;10;32;37;53;78;0,570;0,570;0,790;0,790;0,760
719;7;28;43;57;76;0,700;0,870;0,880;0,530;0,600
720;19;33;43;62;73;0,920;0,760;0,700;0,690;0,870
721;5;32;37;51;67;0,660;0,510;0,740;0,730;0,650
722;4;30;39;64;78;0,930;0,910;0,890;0,850;0,680
723;5;33;44;66;71;0,520;0,880;0,680;0,970;0,750
724;5;32;35;52;73;0,800;0,690;0,730;0,610;0,930
725;1;30;38;61;80;0,840;0,550;0,540;0,680;0,840
726;1;27;44;57;73;0,860;0,760;0,970;0,750;0,790
727;7;29;49;60;68;0,880;0,630;0,660;0,720;0,980
728;8;27;46;57;80;0,850;0,640;0,930;0,740;0,760
729;5;24;41;65;67;0,880;0,710;0,540;0,680;0,890
730;9;30;46;64;70;0,660;0,590;0,760;0,530;0,780
731;2;24;41;59;73;0,750;0,660;0,750;0,610;0,670
732;18;30;40;65;76;0,890;0,690;0,760;0,560;0,860
733;3;21;38;64;72;0,970;0,520;0,840;0,900;0,790
734;11;27;46;57;80;0,550;0,910;0,600;0,600;0,860
735;2;25;38;53;68;0,900;0,890;0,590;0,940;0,920
736;2;21;38;59;72;0,670;0,520;0,530;0,650;0,710
737;9;32;47;63;67;0,630;0,570;0,770;0,800;0,850
738;9;25;45;56;79;0,900;0,840;0,680;0,750;0,560
739;12;26;38;52;80;0,920;0,800;0,800;0,890;0,920
740;18;22;43;57;67;0,960;0,900;0,550;0,710;0,790
741;16;33;42;57;70;0,730;0,750;0,920;0,620;0,770
742;16;30;48;66;70;0,600;0,570;0,550;0,770;0,740
743;13;24;46;52;78;0,600;0,720;0,640;0,850;0,810
744;10;22;41;57;75;0,590;0,610;0,640;0,640;0,550
745;8;26;45;65;80;0,640;0,700;0,540;0,540;0,870
746;8;24;34;56;75;0,780;0,870;0,820;0,970;0,830
747;5;30;34;57;78;0,870;0,980;0,930;0,810;0,650
748;1;30;39;54;76;0,620;0,870;0,660;0,820;0,520
749;2;27;42;51;79;0,770;0,870;0,940;0,870;0,830
750;15;28;45;64;77;0,510;0,690;0,730;0,820;0,680
751;19;25;39;60;72;0,680;0,810;0,900;0,940;0,610
752;13;28;35;64;79;0,710;0,780;0,750;0,780;0,890
753;20;23;41;54;71;0,730;0,680;0,980;0,630;0,600
754;19;32;47;54;80;0,590;0,600;0,820;0,630;0,800
755;1;26;40;54;78;0,550;0,600;0,650;0,670;0,510
756;8;27;39;57;72;0,630;0,540;0,820;0,770;0,930
757;11;23;49;62;73;0,880;0,510;0,890;0,930;0,560
758;18;33;42;63;75;0,970;0,720;0,700;0,850;0,980
759;4;25;47;61;67;0,980;0,700;0,850;0,550;0,850
760;17;23;47;52;80;0,720;0,750;0,570;0,680;0,880
761;2;25;47;65;79;0,930;0,720;0,820;0,790;0,850
762;10;23;49;55;73;0,610;0,610;0,920;0,770;0,920
763;9;30;43;65;68;0,800;0,950;0,730;0,550;0,800
764;18;27;48;65;67;0,980;0,630;0,620;0,660;0,690
765;15;22;41;55;67;0,820;0,800;0,860;0,920;0,930
766;11;25;50;57;80;0,940;0,890;0,570;0,980;0,620
767;14;23;34;58;67;0,940;0,830;0,510;0,840;0,530
768;15;25;47;57;68;0,710;0,960;0,510;0,650;0,600
769;17;22;43;57;69;0,590;0,750;0,740;0,890;0,730
770;14;24;39;59;78;0,580;0,910;0,700;0,890;0,790
771;4;33;45;57;72;0,910;0,640;0,640;0,550;0,750
772;5;33;35;62;76;0,550;0,890;0,760;0,790;0,740
773;20;32;46;61;74;0,930;0,930;0,710;0,530;0,900
774;7;28;37;59;68;0,770;0,510;0,980;0,810;0,760
775;5;33;46;51;79;0,670;0,760;0,620;0,680;0,930
776;10;21;40;64;69;0,540;0,510;0,530;0,820;0,830
777;18;22;44;63;80;0,600;0,790;0,920;0,940;0,820
778;8;23;39;54;74;0,680;0,840;0,600;0,880;0,830
779;11;32;43;65;77;0,630;0,780;0,780;0,930;0,900
780;8;33;47;61;80;0,770;0,910;0,600;0,550;0,930
781;12;27;38;55;69;0,950;0,890;0,870;0,960;0,620
782;12;32;34;63;69;0,580;0,600;0,730;0,820;0,550
783;12;32;36;54;74;0,650;0,930;0,980;0,670;0,590
784;13;30;36;51;76;0,940;0,770;0,560;0,930;0,860
785;11;29;44;66;70;0,820;0,800;0,940;0,950;0,930
786;5;23;48;58;68;0,950;0,670;0,980;0,790;0,740
787;15;30;34;51;69;0,630;0,830;0,740;0,730;0,690
788;1;33;44;64;79;0,560;0,830;0,780;0,720;0,530
789;1;21;42;64;75;0,630;0,700;0,760;0,960;0,730
790;18;21;48;65;80;0,600;0,940;0,950;0,680;0,970
791;4;25;37;65;70;0,510;0,920;0,920;0,550;0,950
792;7;25;38;56;79;0,890;0,770;0,820;0,740;0,630
793;9;24;34;56;72;0,510;0,800;0,750;0,750;0,580
794;19;30;38;61;80;0,610;0,870;0,620;0,530;0,600
795;17;31;38;65;74;0,820;0,620;0,630;0,900;0,710
796;8;32;37;54;79;0,570;0,740;0,830;0,660;0,710
797;11;21;48;58;75;0,790;0,940;0,640;0,810;0,730
798;16;33;44;62;67;0,650;0,540;0,890;0,560;0,580
799;10;22;41;64;79;0,700;0,510;0,910;0,830;0,830
800;16;32;38;55;68;0,630;0,950;0,520;0,800;0,620
801;12;23;34;64;70;0,580;0,800;0,950;0,920;0,560
802;9;25;43;57;77;0,840;0,530;0,890;0,640;0,870
803;13;30;44;66;76;0,730;0,600;0,580;0,620;0,640
804;9;26;35;64;76;0,520;0,560;0,880;0,640;0,970
805;10;31;47;53;71;0,520;0,880;0,820;0,630;0,690
806;14;24;43;65;70;0,560;0,910;0,970;0,630;0,930
807;17;33;48;58;75;0,860;0,900;0,530;0,570;0,590
808;15;33;34;61;69;0,640;0,820;0,860;0,840;0,510
809;8;27;38;51;72;0,860;0,820;0,520;0,660;0,810
810;8;26;41;52;76;0,850;0,670;0,510;0,810;0,660
811;6;31;49;58;75;0,600;0,640;0,830;0,900;0,840
812;20;26;50;51;77;0,960;0,850;0,530;0,650;0,830
813;2;23;49;57;73;0,690;0,580;0,680;0,610;0,910
814;5;24;47;59;70;0,840;0,920;0,810;0,660;0,730
815;14;22;46;56;77;0,570;0,560;0,570;0,630;0,520
816;2;29;45;65;71;0,880;0,920;0,810;0,580;0,680
817;14;21;39;62;76;0,890;0,910;0,510;0,980;0,530
818;13;27;36;61;70;0,610;0,940;0,960;0,820;0,660
819;12;30;50;54;67;0,690;0,900;0,670;0,980;0,740
820;2;21;39;62;67;0,520;0,550;0,840;0,880;0,960
821;18;31;40;57;78;0,810;0,620;0,710;0,910;0,720
822;18;27;44;57;69;0,730;0,860;0,620;0,640;0,560
823;11;21;39;55;67;0,650;0,610;0,980;0,600;0,960
824;2;23;44;64;75;0,950;0,940;0,860;0,900;0,550
825;9;25;35;64;71;0,610;0,560;0,790;0,920;0,930
826;10;28;41;61;67;0,710;0,760;0,640;0,800;0,930
827;2;26;45;52;67;0,790;0,910;0,900;0,550;0,930
828;16;31;44;59;68;0,930;0,580;0,780;0,540;0,660
829;4;32;35;65;79;0,570;0,970;0,710;0,550;0,540
830;14;21;34;64;80;0,930;0,780;0,600;0,880;0,560
831;13;22;50;56;78;0,640;0,940;0,780;0,530;0,680
832;20;25;37;57;70;0,880;0,520;0,650;0,540;0,540
833;12;31;44;63;72;0,960;0,520;0,640;0,890;0,820
834;10;22;36;61;70;0,630;0,780;0,510;0,890;0,880
835;5;23;38;58;68;0,770;0,910;0,570;0,830;0,980
836;19;33;47;64;70;0,940;0,620;0,730;0,850;0,710
837;13;26;45;55;69;0,980;0,800;0,570;0,700;0,800
838;11;21;50;62;69;0,940;0,590;0,590;0,980;0,770
839;5;29;36;57;69;0,750;0,640;0,660;0,680;0,980
840;15;28;48;53;68;0,690;0,760;0,670;0,780;0,590
841;3;22;39;65;73;0,590;0,920;0,660;0,720;0,790
842;1;24;35;63;80;0,850;0,840;0,550;0,540;0,930
843;9;30;46;56;76;0,870;0,730;0,950;0,620;0,820
844;14;32;48;59;78;0,970;0,640;0,530;0,940;0,600
845;7;22;45;54;75;0,980;0,820;0,520;0,700;0,710
846;11;32;50;59;80;0,560;0,930;0,760;0,630;0,540
847;9;26;50;63;80;0,960;0,650;0,630;0,800;0,920
848;13;32;40;60;79;0,930;0,660;0,670;0,820;0,660
849;14;31;34;64;72;0,560;0,870;0,810;0,790;0,660
850;9;28;49;63;74;0,620;0,580;0,960;0,550;0,900
851;11;33;43;59;77;0,600;0,630;0,530;0,890;0,770
852;2;27;48;65;78;0,810;0,920;0,600;0,770;0,680
853;17;30;35;62;78;0,600;0,570;0,520;0,740;0,840
854;11;23;42;66;71;0,580;0,810;0,880;0,740;0,980
855;7;30;43;60;71;0,890;0,690;0,980;0,590;0,660
856;4;22;43;51;72;0,620;0,570;0,950;0,720;0,530
857;11;24;37;52;67;0,600;0,600;0,840;0,760;0,650
858;7;28;43;64;71;0,570;0,740;0,970;0,600;0,790
859;20;27;35;54;79;0,920;0,580;0,600;0,630;0,720
860;8;21;42;65;76;0,860;0,890;0,770;0,970;0,710
861;11;24;35;53;69;0,940;0,800;0,780;0,880;0,710
862;13;29;43;58;78;0,970;0,550;0,530;0,780;0,660
863;8;30;37;53;69;0,850;0,760;0,840;0,620;0,590
864;19;26;39;58;75;0,770;0,760;0,750;0,710;0,610
865;3;23;38;54;69;0,520;0,820;0,730;0,760;0,720
866;20;30;35;53;73;0,580;0,710;0,720;0,580;0,800
867;8;27;46;54;80;0,920;0,740;0,680;0,750;0,750
